Epoch,Loss,Value
12,kl_loss_4,0.0013380871257848209
12,kl_loss_5,1.8859792285495334
12,kl_loss_6,1.3199481103155348
12,kl_loss_7,1.106971366537942
12,kl_loss_8,0.6655443873670366
12,kl_loss_9,0.0011862558054013385
12,loss,188.9069764879015
13,recon_loss_0,152.9459806743421
13,recon_error_0,18.190127724095394
13,kl_loss,9.181355074832315
13,kl_loss_0,0.0009987013855654943
13,kl_loss_1,1.61911426092449
13,kl_loss_2,1.8390405680003918
13,kl_loss_3,0.7180509096697757
13,kl_loss_4,0.001091188702144121
13,kl_loss_5,1.8484132603595131
13,kl_loss_6,1.3093024617747258
13,kl_loss_7,1.1460716222461902
13,kl_loss_8,0.6981319941972431
13,kl_loss_9,0.0011401176697721606
13,loss,189.62079660516036
14,recon_loss_0,152.02711567125823
14,recon_error_0,17.684772039714613
14,kl_loss,9.33938623729505
14,kl_loss_0,0.0009818694946405135
14,kl_loss_1,1.6191659099177311
14,kl_loss_2,1.8905518933346397
14,kl_loss_3,0.7481873976556879
14,kl_loss_4,0.001115706063022739
14,kl_loss_5,1.88079507727372
14,kl_loss_6,1.3159499921296771
14,kl_loss_7,1.1864809174286692
14,kl_loss_8,0.6950161739399559
14,kl_loss_9,0.0011413004004249448
14,loss,189.33025721499794
15,recon_loss_0,153.2030607524671
15,recon_error_0,18.047719252736943
15,kl_loss,9.42275353481895
15,kl_loss_0,0.0008120960555970669
15,kl_loss_1,1.6614775030236495
15,kl_loss_2,1.8944792747497559
15,kl_loss_3,0.7676750076444525
15,kl_loss_4,0.0008819895110240108
15,kl_loss_5,1.8508997528176558
15,kl_loss_6,1.3550795755888287
15,kl_loss_7,1.1909261565459401
15,kl_loss_8,0.6997005657145852
15,kl_loss_9,0.0008216300293018943
15,loss,190.8358708431846
16,recon_loss_0,151.22999572753906
16,recon_error_0,17.622304333580864
16,kl_loss,9.3154100312127
16,kl_loss_0,0.000748108115254177
16,kl_loss_1,1.6463339858584933
16,kl_loss_2,1.8733233478334215
16,kl_loss_3,0.7169874078697629
16,kl_loss_4,0.000725284218788147
16,kl_loss_5,1.8947248458862305
16,kl_loss_6,1.3767778873443604
16,kl_loss_7,1.1222388909922705
16,kl_loss_8,0.6825812856356303
16,kl_loss_9,0.000969097251072526
16,loss,188.42973242865668
